Nomor,Nama Akun,Tanggal Komentar,Komentar,Komentar_Preprocessing
560,Mariam Firdaus,2023-09-19T05:15:11Z,"Se begitu banyaknya hampir nomilal T baru ketemu? Pasti ada sesuatu dibelakang yg melindungi dan juga ada yg menjatuhkan, mohon Polri bertindak tegas menuntaskan yg mendekengi bandar Narkoba Internasional yg baru ketemu HEBAT",banyak nomilal ketemu belakang lindung jatuh polri tindak tuntas mendekengi bandar narkoba internasional ketemu hebat
561,Saraswati kumala,2023-09-12T23:46:56Z,"Selidiki pak polisi apa ada oknum yg terlibat atau yg bekingin ..betul kata pak Jokowi kl undang2x  harus di dor dan dor .., binasakan semua 6g merusak .pemuda2x Indonesia",selidik polisi ooknum libat bekingin jokowi kalau  dor dor binasa tidak rusak  indonesia
562,denis rahadi,2023-09-15T16:31:46Z,"Kurang paham sama alurnya...<br>Kalau aset sampek kayak gitu berarti kan dah lama , dan aset sudahvkeburu bnyak. Dan jaringan sudah besar...<br>Kenapa ditangkap?<br>Sebelumnya kan mereka aman aman aja?<br>Sampek bisa punya rumah ,tanah,hotel,gedung,gedungnya disewa. <br>Pasti juga pihak yg terkaita mgkn ratusan orang dari sipil dan non sipil.<br>Kenapa?<br>Trus klo uang hasil sitaanya dipake buat kampanye boleh gak.?<br>Sama itu yg mendesak dri pihak luar atau inisiatif indo.<br>Apakah mungkin didesak dsri kuar negeri trus dikeluarkan tersangka  sebagai kambing hitam. Aset disita 10t padahal aset sebenarnya 50t masih aman karena sudah ada kambing hitamnya...dan tetap bisa berusaha diluar sana.<br>Bagaimana pak?",paham alur aset sampaik kayak gitu aset sudahvkeburu banyak jaring tangkap aman aman sampaik rumah tanah hotel gedung gedung sewa terkaita mgkn ratus sipil non sipil terus kalau uang hasil sitaa dipake kampanye gak desak inisiatif indo desak dsri kuar negeri terus keluar sangka kambing hitam aset sita   aset   aman kambing hitam usaha luar
563,Lava Adang,2023-09-13T02:13:06Z,Nah macam itu baru mantap.. tangkap dan usut tuntas. Bukannya di culik minta tebusan lalu di bunuh macam oknum tni...,mantap tangkap usut tuntas culik tebus bunuh ooknum tni
564,ari dodo,2023-09-18T00:14:21Z,"YG SAYA HERAN 1 PUN TERSANGKA TIDAK ADA YG DI LAKBAN KAKAINYA,DAN TIDAK ADA KENANGAN LOBANG DIKAKI😂😂hiiiiheeeeehiii",heran  sangka lakban kakai kenang lobang kaki hiiiiheeeeehiii
565,Fatin aqila,2023-09-18T02:28:06Z,Pecumahditangkapin.kalougaditembakmat.harusseluruindonesia.orangyangmerusak.Anak.bangsamasadepan.wajifibunuhsemua.dikeamana.Negara.indonesia.tembamatilangsungbersih.jangandidipenjara.lebihbaiksegeraditembakmatisaja.parapenjahat.janganpandangbulu.,pecumahditangkapin kalauugaditembakmat harusseluruindonesia orangyangmerusak anak bangsamasadepan wajifibunuhsemua dikeamana negara indonesia tembamathilangsungbersih jangandidipenjara lebihbaiksegeraditembakmatisaja parapenjahat janganpandangbulu
566,Bintang Aria,2023-09-16T10:20:23Z,Knp Bru d bongkar skrg..yg bhkn judi online pun gembong ny msh berkeliaran,knp baru bongkar sekarang bhkn judi online gembong liar
567,Rahayu chanel,2023-09-12T23:20:07Z,Alhamdulillah Semoga bangsa ini jadi bangsa yg baik budi pekerti dn segalanya terbebas dari pembunuh pembunuh ini,moga bangsa bangsa budi pekerti dan bebas bunuh bunuh
568,c lee,2023-09-13T16:50:33Z,"JEJAK SAMBO mana? harus ada yg dikorban utk pilpres 2o24, hasil pesanan presiden?<br><a href=""https://www.youtube.com/watch?v=PO1IloHn1pk&amp;t=7m15s"">7:15</a> salahsatu strategi khas polisi, target siapapun ybs &#39;dimiskinkan&#39;.<br>aps hubungan dg memiskinkan satu daerah/wilayah shg rakyat dg terpaksa menjual ke pembeli gelap.",jejak sambo korban untuk pilpres    hasil pesan presiden   salahsatu strategi khas polisi target ybs  miskin  aps hubung dg miskin daerah wilayah sehingga rakyat dg paksa jual beli gelap
569,Rachmat Widianto,2023-09-15T19:08:53Z,"Semenjak Rezim ini ada, semua terorganisasi perjudian online, narkoba, pelacuran, dan yg baru menangkap,mengusir/menggusur Rakyat demi CUAN  jadi tak ada hal yg tak aneh diNEGRI kita saat ini,,",semenjak rezim oranganisasi judi online narkoba lacur tangkap usir gusur rakyat cuan aneh dinegri
570,Dunia Kosmis,2023-09-12T23:46:03Z,"Sudah banyak kasus yang berhasil dibongkar aparat kepolisian, namun mereka tak akan berhenti...gak kan kapok; tidak ada hukuman mati.. Ujung 2 nya hukuman nya pun ringan ....masih bisa bermain walau di LP sekalia. ..Kasus2  besar malah ngasih makan dan kekayaan buat aparat mafia hukum di negeri. Seharusnya nya mereka di &quot;dor&quot; seperti yg dilakukan Presiden Duterte",hasil bongkar aparat polisi henti gak kapok hukum mati ujung  hukum ringan main lp sekalia kasus ngasih makan kaya aparat mafia hukum negeri dor presiden duterte
571,Jack Baihaki,2023-09-13T02:15:39Z,Kalau sdh ditangkap jgn dilepas hukum mereka dgn hukum mati,sudah tangkap jangan lepas hukum dengan hukum mati
572,Antono 54,2023-09-13T00:09:51Z,"Awas BB jgn bocor dijual aparat, hrs diamankan dg sebaik2nya",awas jangan bocor jual aparat hrs aman dg 
573,Wahyu Wahyudi,2023-09-18T03:07:18Z,hrs nya perbuatan apapun yg langgar hukum apalagi narkoba dipublikasikan di media wajahnya asalnya u.efek jera jg masyarakat semua tau siapa mrk. abaikan etika uu apapun. kl tdk mrk akan ulang&quot; lg.,hrs buat apa langgar hukum narkoba publikasi media wajah asal efek jera juga masayarakat tau mrk abai etika uu apa kalau tidak mrk ulang lagi
574,mahmud hidayat,2023-09-18T03:58:13Z,"Alhamdulillah polisi kita dapat menangkap gembongan narkoba dan menyita asetnya sungguh suatu prestasi polri  dan patut diapresiasi, selamat dan sukses Polri.",polisi tangkap gembong narkoba sita aset sungguh prestasi polri patut apresiasi selamat sukses polri
575,Cinta Hampa,2023-09-13T02:48:20Z,Semoga polisi amanah Dan barangnya di musnahkan Dan TDK dinpakai pribadi bahkan di jual lagi🤣🤣🤣🤣,moga polisi amanah barang musnah tidak dinpakai pribadi jual
576,Sumari Sumari,2023-09-18T03:34:10Z,"Hukum Hukum Harus di tegakan , Hukum harus di tegakan betul . Hukum harus  tegas dan adil tidak pandang bulu . Kepada Siapapun siapapun . Siapa saja yg pantas nya di hukum Mati harus di Hukum mati . Jangan  di sisa sisain dg alasan supaya jadi petunjuk selanjutnya . <br>BRAVO HUKUM INDONESIA .",hukum hukum tega hukum tega hukum adil pandang bulu hukum mati hukum mati sisa sisain dg alas tunjuk bravo hukum indonesia
577,Donny Ardana,2023-09-13T15:20:11Z,"selama gmbongnya blom ketangkap jaringan yg sudah di uangkap masih bisa di bangun kembali...bravo Kapolri dan jajaranya,cmn jgn berbesar hati dlu,PR terbesarnya bukan jaringanya di ungkap tapi otak dari semua ini harus di tangkap...kerena klo bossnya masih bebas bukan tidak mungkin jaringan baru lagi pasti tumbuh lg......",gmbong blom tangkap jaring uangkap bangun bravo kapolri jajara jangan besar hati dlu pr besar jaringa otak tangkap rena kalau boss bebas jaring tumbuh lagi
578,yusup Supriatna,2023-09-14T23:11:31Z,Klw ada pejabat terlibat hukum dong sesuai UUD yg berlaku hukum pun harus tajam ke Atas biar adil,klw jabat libat hukum sesuai uud laku hukum tajam biar adil
579,zul kipli,2023-09-13T06:32:53Z,"Sangat cocok di exskusi mati,kalau tidak berarti hukum di negara kita bisa di katakan lemah tidak tegas kepada pelaku kejahatan seperti ini,karena ini lebih parah lagi dari koruptor",cocok exskusi mati hukum negara lemah laku jahat parah koruptor
580,Efendy H,2023-09-13T02:11:41Z,"Selagi mafia masih permainkan hukum,barang haram masih bebas beredar, sangat sulit memberantas, karena polisi menangkap tapi di mainkan mafia di pengadilan, jadinya polisi kecewa dan ahirnya konco konco di lapangan dengan mafia, tetap tidak berhasil karena saling tidak percaya.",selagi mafia main hukum barang haram bebas edar sulit berantas polisi tangkap main mafia adil polisi kecewa ahir konco konco lapang mafia hasil percaya
581,Yudhi Sasang,2023-09-18T05:24:02Z,Brobrokx aparat negara yg melindungi jaringan sindikat narkoba perlu diberi ganjaran hukuman yg seberat-betatx.,brobrokx aparat negara lindung jaring sindikat narkoba ganjar hukum berat betatx
582,Tutur Kentoro,2023-09-13T07:03:04Z,"Alhamdulillah,,,, terimakasih Ya Allah engkau telah mempermudah Kepada bapak2 polisi untuk mengungkap jaringan narkoba,,semoga bapak2 polisi Indonesia sehat selalu",terimakasih allah engkau mudah bapak polisi ungkap jaring narkoba moga bapak polisi indonesia sehat
583,1415 Zha,2023-09-16T09:27:15Z,"Memang tidak mungkin kalau tidak ada aparat yg terlibat.. <br>Emng binatang kalian semua aparat yg ikut serta.. <br>10 T selama 3 smpe 4 thn doang,, katanya pada ngeluh gk ada kerjaan tp buat beli barang HARAM mereka ko punya duit,,  duit iblis atau duit syetan yg mrka gunakan buat bayar ?",aparat libat memang binatang aparat   sampai  tahun doang ngeluh kerja tapi beli barang haram duit duit iblis duit syetan mrka bayar
584,SisiKeadilan,2023-09-13T05:45:27Z,"Mantapp 10,5 trilliun aset nya disita lalu digunakan untuk apa dana sebesar itu kedepannya pak?",mantapp   trilliun aset sita dana depan
585,Agus Sutrisno,2023-09-20T10:42:10Z,BB narkoba jangan sampai di tukar yng sama dengan sabu mislx garam trimakasih polri sdh mexelamat kan bangsa indonesia damai sehat bebas dr narkoba,narkoba tukar yng sabu mislx garam terimakasih polri sudah mexelamat bangsa indonesia damai sehat bebas dr narkoba
586,Sudarman Man,2023-09-13T03:17:30Z,Bandar narkoba di tangkap 🤔🤔 percuma paling cuma di hukum ringan bikin penuh penjara saja,bandar narkoba tangkap hukum ringan bikin penuh penjara
587,RM Chanel,2023-09-13T06:44:44Z,Apresiasi untuk institusi polri sih ...knp barang itu masih ada terus dan ga abis&quot; ...Simpel jawaban nya..karena ada apart yang masih bermain di dlm nya😂😂😂😂,apresiasi institusi polri knp barang tidak abis simpel apart main dalam
588,Durman Abdullah,2023-09-12T22:42:25Z,"Narkoba tdak akan bisa  lenyap di bumi indonesia sebb aa,oknum polisi terlibat di dalamnya contoh teddy minahsa tertangkap muncul tedy minahasa lainnya.",narkoba tidak lenyap bumi indonesia sebb aa ooknum polisi libat dalam contoh teddy minahsa tangkap muncul tedy minahasa
589,Bambang Om,2023-09-13T03:55:40Z,"Bravo polri ,sgr sikat sita hartanya keluarga ortu diamankan jg jd buronan sgr bisa ditangkap jgn beri ampun isolasi semua ini perusak bangsa negara tdk main main jgn hanya viral sj bravo",bravo polri sgr sikat sita harta keluarga ortu aman juga buron sgr tangkap jangan ampun isolasi usak bangsa negara tidak main main jangan viral saja bravo
590,Mat Rempit,2023-09-12T23:35:14Z,"Kok bisa gembong narkoba bisa punya aset sampai puluhan milyar,pasti ini ada pembiaran dari aparat keamanan",gembong narkoba aset puluh milyar biar aparat aman
591,Tita Shohirman,2023-09-15T20:03:19Z,Mantap. Pa. Polisi❤. Yng. Jujur. Kerja. Amanah. Sehat selalu. Pa,mantap pa polisi yng jujur amanah sehat pa
592,Rislan Usman,2023-09-18T22:38:33Z,PALING JUGA DALAM PENJARA ITU HIDUPX MEWAH TANPA KEKURANGAN APA APA INI CUMAN MEMPERLIHATKAN KEMASARAKAT LUAS BAHWA MEREKA SUDAH DITANGKAP,penjara hidupx mewah kurang cuman kemasarakat luas tangkap
593,Supri wong jowo,2023-09-18T01:49:10Z,"Kab labuhanbatu. Kec, panai Hulu sarang narkoba, mohon di tindak tegas pak",kab labuhanbatu kec panai hulu sarang narkoba tindak
594,Wawan Gunawan,2023-09-16T06:05:36Z,Saya mau tanyak sama pak polisi. Hasil rampasan NARKOBA. Yang besar&quot; kemana kok ngak pernah tau. Dimuskan ka atau kemana. Rakyat gak tau,tanyak polisi hasil rampas narkoba mana ngak tau mus ka mana rakyat gak tau
595,Latiful Usrok,2023-09-12T22:38:11Z,Nak pelakune  ada  dari kepol  brani HM ngak tuhhh 😅😅😅😅 aq cuman tanya sihh,nak pelakune kepol brani hm ngak tuhhh aq cuman sihh
596,luthfı Raya,2023-09-13T04:09:21Z,"Nah mantap kerjasama dengan Polisi Thailand, Malaysia good Job POLRI",mantap kerjasama polisi thailand malaysia good job polri
597,wirdi musowwir,2023-09-16T01:54:32Z,polisi yg berhasil mengungkap kasus narkoba sebesar in8 harusnya dikasih penghargaan dan kenaikan pangkat.. biar polisi2 lain jg terpicu buat buka kasus2 besar jg.. baru kali ino polisi buka kasus narkoba sebesar ini,polisi hasil ungkap narkoba in kasih harga naik pangkat biar polisi juga picu buka kasus juga ino polisi buka narkoba
598,Aiga Nabila,2023-09-14T23:55:21Z,"semoga pak pol imannya  teguh seperti baja,agar tdk ada jilid 2 polisi jual narkoba,",moga pol iman teguh baja tidak jilid  polisi jual narkoba
599,Roh kudis,2023-09-13T18:47:44Z,Ketika bandar narkoba stop bayar pajak😂 langsung di ringkus. Kalo cuan di bagi pasti aman😂😅,bandar narkoba stop bayar pajak ringkus kalau cuan aman
600,NoGyro,2023-09-13T13:12:49Z,"Kita yg cari duit halal susahnya minta ampun,nah ini giliran cari duit haram gampang bngt dpt triliunan 😬 bravo pak polisi .. ini baru namanya polisi beneran 👍",cari duit halal susah ampun gilir cari duit haram gampang bngt dpt triliun bravo polisi nama polisi beneran
601,Garangan Garangan,2023-09-13T11:24:04Z,Njalok 500ewu ae pak gae nempur.. Beras..,njalok    ae gae nempur beras
602,Jertum Dhawan,2023-09-14T02:18:16Z,"Pertanyaannya adalah, uang yg disita itu di kemanakan yaa 😂😂😂😂 , aduh kenyang kenyang kenyaang . maaf aku 80d0h 😂😂😂",tanya uang sita mana yaa aduh kenyang kenyang kenyaang maaf   
603,eko kurniawan,2023-09-13T03:36:48Z,"Di dalam penjara mereka masih bisa berbisnis narkoba , Polisinya bisnis , sipir penjaranya bisnis , hakimnya bisnis. Rezim ini REZIM SANDIWARA....",penjara bisnis narkoba polisi bisnis sipir penjara bisnis hakim bisnis rezim rezim sandiwara
604,Mistomo Gresik,2023-09-14T08:43:31Z,"S 777 tindakan polisi yang tegas ,di miskinkan pengedar narkoba . Polisi semakin sukses membawa tugas .salam NKRI",   tindak polisi miskin edar narkoba polisi sukses bawa tugas nkri
605,ً,2023-09-13T01:13:54Z,Yakin BBnya tak dicatuk seperti tedy Minahasa? oyah sudah ada peraturan baru bisa sita aset milik bandar narkoba ya? bisa miskinkan mereka? koruptor kok gak bisa dimiskinkan?😅,bb catuk tedy minahasa oyah atur sita aset milik bandar narkoba miskin koruptor gak miskin
606,JG PRODUCTION,2023-09-13T01:21:45Z,"Bersihkan dulu oknum² dr dalam contoh kecil D. minahasa itu yg ketahuan, percuma berantas cecak² tapi buaya² ms bermain dr dlm",sih ooknum dr contoh minahasa tahu berantas cecak buaya ms main dr dalam
607,unyiel88 oke,2023-09-13T02:36:13Z,"Bener sekarang banyak wanita kesepian,,suami ya pada di penjara,istri biasa ekonomi enak ,skrng ambruk ke bawah nanti serong kiri serong kanan,ini karena ada intruksi pak presiden kemarin jdi makin gencar,kalangan artis pak ,dan pejabat ,semoga bergegas ke sana lebih aktif",bener wanita sepi suami penjara istri ekonomi sekarang ambruk serong kiri serong kanan intruksi presiden kemarin jadi gencar kalang artis jabat moga gegas aktif
608,Mardin Tanduklangi,2023-09-17T10:28:49Z,Hebat nya polisi indonesia ungkap narkoba 10 T....tapi kasus KM 50 tdk bisa di ungkap dalang nya...😂😂😂😂,hebat polisi indonesia narkoba  km  tidak dalang
609,Haryati,2023-09-19T05:57:38Z,Nah itu seharusnya yg d tembak mati...<br>Karena sudah merusak masa depan anak bangsa...<br>Kenapa begal sama sama ke akalan remaja GK babak belur pasti d tembak kaki...<br>Tolong pakapolri hukum di negara kita jangan sampai rakyat kita sudut pandang nya sebelah mata...,tembak mati rusak anak bangsa begal akal remaja babak bur tembak kaki tolong pakapolri hukum negara rakyat sudut pandang belah
610,Hadi Soje,2023-09-19T12:38:58Z,Setiap Nama Fredy selalu jadi Gembong Narkoba. Fredy Budiman.Fredy pratama.,nama fredy gembong narkoba fredy budiman fredy pratama
611,Sumiyatun Sumiyatun,2023-09-15T09:50:18Z,"hati hati jgn sampai terjadi lagi koyok yg kemarin lusa , di curi jendral itu",hati hati jangan koyok kemarin lusa curi jendral
612,Siti Mulyanah,2023-09-16T16:31:14Z,Ensk dong polisinya ntar barang sitaannya bisa fi jual lahi ke pengedar pengedarnya,ensk polisi ntar barang sita fi jual lah edar edar
613,Pantang Mundur,2023-09-12T23:58:17Z,"Mending di bebaskan seperti di belanda,buat bangun negara negara yg kelola,dari pada ngutang ke cina...tapi rakyat se indonesia yg kena,bahkan bayi yg baru lahir saja sudah di bebani hutang yg tidAK TAU APA²<br>negara punya penghasilan besa karna di Filadelfia juga yg suka make saja beli orang yg ga suka biasa aja lewat lalu lalang",mending bebas belanda bangun negara negara kelola ngutang cina rakyat indonesia bayi lahir beban hutang tau apanegara hasil besa karena filadelfia suka make beli tidak suka lalang
614,hezkyap pangow,2023-09-16T09:02:54Z,BRAVO...BRAVO...BRAVO BUAT TEAM NARKOTIKA POLRI DAN BNN DLM MENUMPAS JARINGAN NARKOTIKA INTERNATIONAL...👍👍👍👍👍🙏🙏🙏❤❤❤🇮🇩🇮🇩🇮🇩,bravo bravo bravo team narkotika polri bnn dalam tumpas jaring narkotika international
615,Gus Wanto,2023-09-20T13:57:34Z,"Alkhamdulillah kl sekarang institusi polri mau membuka jaringan terbesar peredaran Narkoba, tapi lebh lengkapnya kl bos besar pemasok&amp;penerima Narkoba itu ke Negri RI, kira2berani apa gak menangkap bos besarnya pemasok&amp; penerima di NKRI kl memang institusi polri itu bener2 niyat ingin memberats sampai bersih, berati institusi polri mash ingin kebali jadi institusi yg baik, &amp; kira2 seluruh   masyarakat dlm NKRI msh mau mempercayainya pd institusi itu.",alkhamdulillah kalau institusi polri buka jaring besar edar narkoba lebh lengkap kalau bos pasok terima narkoba negri ri  gak tangkap bos besar pasok terima nkri kalau institusi polri bener niyat memberats bersih berat institusi polri mash kebal institusi kira masayarakat dalam nkri percaya pd institusi
616,Woko Tri yunianto,2023-09-14T14:26:39Z,Bravoo jendrall berantas narkoba di Indonesia masyarakat Indonesia mendung mu..,bravoo jendrall berantas narkoba indonesia masayarakat indonesia mendung mu
617,Obet samidi,2023-09-13T01:14:13Z,"Kriminal besar jaringan luas<br>Remember pablo escobar .<br>Narkoba , Miras, Perjudian, Seks <br>Banyak pejabat pemerintahan dan aparat yang terlibat dalam menjalankan bisnisnya . Semoga aparat dan pejabat bisa lebih jujur lagi dalam bekerja. Untuk membersihkan ini.",kriminal jaring luasremember pablo escobar narkoba miras judi seks jabat perintah aparat libat jalan bisnis moga aparat jabat jujur bersih
618,Jo jackid,2023-09-13T07:53:48Z,SEBENTAR LAGI BISA MUNCUL MAFIA BARANG BUKTI KALAU TIDAK DI AWASI OLEH RAKYAT . DPR TOLONG DI AWASI BARANG BUKTI TERLALU WOWW .RAWAN  KALAU TIDAK DI AWASI.,muncul mafia barang bukti awas rakyat dpr tolong awas barang bukti rawan awas
